,date of discovery or report,date,city,STATE,source,reported phenomenon other than swastika ,accompanying text,accompanying visual signs,Nazi Reference,media,place,category of place,structure,url_to_jpg,target,target,culprit, ,notes,Actor,Move,Actor,Move,Actor,Move,Actor,Move,combined moves,
https://web.archive.org/save/https://www.tapinto.net/towns/summit/sections/education/articles/as-community-rallies-against-hate-swastikas-appear-at-summit-high-school,11/30/2018,Nov-2018,Summit,NJ,Aggregate Community News Platform,"hate-filled graffiti, ",,,,metal,high school,K-12,bathroom stall,,,,,"Like the incident at LCJSMS, Grimaldi notes in her e-mail that the incident has been referred to the Summit Police Department. Summit Mayor Nora Radest has weighed in with a statement that reads: “The recent drawings of swastikas and other offensive drawings found in the Summit Middle and High School are inexcusable. The immature and ignorant behavior is deplorable and will be addressed. I am confident that the school district, working in partnership with the Summit Police Department, will identify the individuals responsible for this activity. Most importantly, this terrible incident needs to serve as an opportunity for families and our schools to discuss the history of hate-symbols and how they will not be tolerated in Summit.

I firmly believe that this incident does not define us as a community; we are compassionate and respectful. We support one another and we must continue to stand up against hatred and bigotry wherever we see it.”  Since the symbols were discovered at the middle school and the public was subsequently informed by the Summit School District, the Hilltop City community has reacted with shock, sadness and resolve, handing out flyers at the middle school denouncing hate of any kind -- 'No Room For Hate' -- and taping the flyers on school lockers. Yard signs have also begun to spring up around neighborhoods with a similar message.

Summit parent Lisa Stein started both an online signup to let parents know that flyers would be distributed this morning at LCJSMS, and the Facebook group “No Room for Hate,” which is modeled after the Hate Has No Home Here organization. Yesterday, in response to the LCJSMS incident, Rabbi Avi Friedman made a public statement on the Summit Jewish Community page.  

He wrote, “Swastikas? Again?  When I see a red octagon, I stop.  The meaning of that symbol has been ingrained in me for as long as I can remember.  It does not have to have the word “stop” written on it. The symbol is enough to elicit a response.  It is one of many symbols that have that kind of power over me.

Another symbol which immediately elicits a response in me is the swastika – the emblem of Nazi Germany. Without saying a word, the presence of a swastika tells me that I am “other,” that I am hated and that I am in danger. It is not something I read in a book or saw in a movie that causes this response. It is the real-life experiences of family members. Like most other Jews my age, I grew up with relatives who had numbers tattooed on their arms. From an early age, I knew the stories of who got out of Europe when and who didn’t get out.  It was just a part of Jewish life.

So, when I heard – over a week after the fact – that swastikas had been graffitied on the wall of a bathroom in our local middle school, I had a visceral reaction that was out of my control. Now, to be clear, I don’t believe that there are Nazis here in Summit, New Jersey. Further, I don’t believe that our school district in any way condones the use of that symbol. That being said, I was underwhelmed by the response of our educational leaders.

Adolescents are supposed to test the boundaries of what is acceptable behavior and what is not.  That’s their job. The teen or teens who put those swastikas on the wall were experimenting. They wanted to see what kind of response that symbol would elicit. It’s the job of adults to make sure that those adolescents know when they’ve crossed a line.

Having an assembly with 12 components and making the response to the swastikas item #11 on the list is not exactly sending the message that this behavior is unacceptable in our community. And yet, that was the response of our school district. Further, parents were not notified about the assembly."" Grimaldi's message, in full, reads:

""Dear SHS Parents/Guardians, 

Please find the announcement I made this afternoon to all students regarding swastikas found at SHS. Please speak to your student about this issue, and let me know if you have any questions. 

Thank you, 
Stacy Grimaldi 
Principal 

This afternoon I was informed about the presence of several swastikas that were carved into two of the boys' bathroom stalls in the building. We have contacted the Summit Police Department and are working with them to find the perpetrator of these symbols of hatred. These acts of hatred and bigotry will not be tolerated at Summit High School. It is a priority of our school and district to create a safe and accepting learning environment for all students. Any act that violates this commitment will be swiftly and firmly addressed. 
If you know who did this or have any information about the source of this hatred, please see me as soon as possible. In addition, please report any acts of hatred to an administrator or teacher immediately. There is no room for hatred at Summit High School or in the Summit community.

Summit High School

Stacy Grimaldi""

Moments ago, an e-mail from Superintendent of Schools June Chang was sent out to District parents. It reads:

""Dear Parents/Guardians,

It saddens me to have to reach back out to you regarding another act of hatred. This afternoon we were notified of swastikas found in two of the boy’s bathrooms at the Summit High School. The discovery of these drawings came following conversations with students about ensuring our schools are safe places where everyone is welcome and valued. As a result of the conversations, a student reported the finding whereupon additional swastikas in the second bathroom were discovered. As we raise awareness about the power of these symbols and the impact of their meaning, we empower our students to come forward about such incidents and the harm they can inflict.

We feel it imperative that you remain aware of incidents like this as we continue to combat acts of hatred.

As stated in my November 29th letter to parents and guardians, “Acts of hate of any kind in the Summit Public Schools will not be tolerated. We take pride in our continual efforts to make the Summit Public Schools a safe and welcoming place for all of our students and staff. We value our diversity, and are serious about promoting kindness, acceptance, and understanding within our community.”

As was done at the middle school, all students at the high school were addressed, and were informed that hatred will not be tolerated or accepted. The Summit Police were contacted, and have been informed about these additional incidents. The police and school-wide investigation continues. Disciplinary action will be taken against any individual(s) involved in the incident.

I reiterate the importance of addressing this or any act of hatred ‘head-on’. Each of our schools continue to engage in conversations underscoring the importance of confronting hateful incidents, in addition to promoting appropriate behavior and actions that protect and support all of our students. Again, we encourage all Summit Schools families to engage with their children and neighbors in conversations about ending hatred and bigotry and promoting kindness and compassion.

I am pleased to report that excellent conversations about these incidents, and the need to combat hate, occurred today as part of the advisory program at the middle school. Hundreds of signs were hung on the walls and lockers at LCJSMS today stating simply that hate has no place in Summit. I am impressed by the sense of unity and the positive response of the LCJSMS staff and students. I am confident that the students and staff at Summit High School will also unite to stand against this type of behavior.

We continue to work with the Summit Police Department, our guidance counselors, and staff to create an environment that is accepting of ALL students, and will continue to enhance our role in delivering those positive messages to the students and staff of the Summit Public Schools.

Thank you.

Sincerely,

June Chang Superintendent of Schools""",,school administration,letters/statements,community members,gathering/protest/vigil/demonstration,police/sheriff,other,school administration,policy/committee/system creation,"letters/statements, gathering/protest/vigil/demonstration, other, policy/committee/system creation",
http://newton.wickedlocal.com/news/20160225/officials-reviewing-protocols-after-two-antisemitic-incidents-at-newtons-day-middle-school,2/25/16,Feb-2016,Newtonville,MA,Local News,"antisemitic-incident, hate-crime",,,No,snow,middle school,K-12,ground,,,,,"The principal of the school will be hosting a community forum March 9 at 7 p.m. in the Day school library, and plans to devote his next “Parent-Principal Coffee” event on March 11 to the subject.",reported with one below,school administration,gathering/protest/vigil/demonstration,school administration,policy/committee/system creation,,,,,"gathering/protest/vigil/demonstration, policy/committee/system creation",
http://newton.wickedlocal.com/news/20160225/officials-reviewing-protocols-after-two-antisemitic-incidents-at-newtons-day-middle-school,2/25/16,Feb-2016,Newtonville,MA,Local News,"antisemitic-incident, hate-crime, hateful-graffiti",,,No,marker,middle school,K-12,bathroom wall,,,,,"The principal of the school will be hosting a community forum March 9 at 7 p.m. in the Day school library, and plans to devote his next “Parent-Principal Coffee” event on March 11 to the subject.",reported with one above,school administration,gathering/protest/vigil/demonstration,school administration,policy/committee/system creation,,,,,"gathering/protest/vigil/demonstration, policy/committee/system creation",
https://www.bostonglobe.com/metro/2016/12/02/swastika-and-word-trump-found-written-chalkboard-brookline-school/HvVLTMtv63Tvnv4FSlLAQP/story.html,11/30/16,Nov-2016,Brookline,MA,Local News,hateful-message,Trump,,No,chalk,middle school,K-12,chalkboard,,,,,"On Thursday, Denitzio met with middle school students and staff to ""clearly and emphatically explain the gravity of what occurred,"" and explain how ""acts like this can erode the fabric of our school community,"" according to Bott's statement. days after students wrote and shared ""messages of peace, inclusion and tolerance."" Brookline High School partnered with the Anti-Defamation League to help create ""inclusive school communities,"" and is planning on extending the partnership into the district's middle grades.",,school administration,gathering/protest/vigil/demonstration,student group,victim support,ADL,policy/committee/system creation,,,"gathering/protest/vigil/demonstration, victim support, policy/committee/system creation",
https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/hyde-park/swastikas-painted-at-withrow-high-school,1/21/17,Jan-2017,Cincinatti,OH,Local News,"vandalism, graffiti","TRUMP, F*ck N******-and-F******",,no,spray paint,high school,K-12,"football field, sidewalk",https://pbs.twimg.com/media/C2zdVGJWgAA0C2p.jpg and another image https://ewscripps.brightspotcdn.com/dims4/default/e88777d/2147483647/strip/true/crop/640x360+0+60/resize/1280x720!/quality/90/?url=https%3A%2F%2Fmediaassets.wcpo.com%2Fphoto%2F2017%2F01%2F22%2Fwcpo_swastika_Withrow_High_School_1485113990476_53794470_ver1.0_640_480.jpg,Black American Community,,,"Community rally and ""crews spent Sunday power-washing the words away"" neighboring schools had ""students making banners and wearing orange, one of Withrow’s colors, to school and to games."" Rep. Alicia Reece,condemned the acts of vandalism in the following statement Sunday: 

“With two similar acts of hate, ethnic intimidation and property damage targeting educational institutions in Cincinnati, it is important the state steps up to become an active participant in the investigation and enforcement of state laws against these appalling and hostile acts. To that end, I will formally ask the state attorney general to investigate these as an emerging criminal pattern.

“As an alumnus and class president of Withrow High, I am personally discouraged and troubled by this intolerable affront to students, families, our community and state. Though these violating and hateful offenses seem to be too common these days, we must remember this hate https://www.wlwt.com/article/schools-rally-around-withrow-high-school-after-it-is-vandalized/8634588#  School released statement: ""We are truly saddened by this event and want to assure our students and families that we will keep them safe,"" the statement said. ""We have not received any threats against our students or staff.""

It continued:This unfortunate event is further evidence of our need to heal and grow as a community. If this awful act encourages anything, we hope that it sparks continued dialogue among families about our need to come together as one country. Our diversity is an asset and should be celebrated.

We will have counselors at school tomorrow for students who need them. Police involvement.","spree: parking sign with swastika and ""TRUMP"" painted on the sidewalk direclty in front of it. Other reports https://www.nytimes.com/2017/01/25/opinion/a-high-school-defaced-with-trump-and-swastikas.html?_r=0 ""Alandes Powell wondered if the school, which serves a predominantly African-American student body in a white neighborhood, had been targeted because football players, including her son, Julian, took a knee during the national anthem before games in the fall to protest police killings of African American people.""",community members,gathering/protest/vigil/demonstration,community members,clean up/cover up,student group,victim support,police/sheriff,other,"gathering/protest/vigil/demonstration, clean up/cover up, victim support, other",Black American Community
https://web.archive.org/save/https://www.lohud.com/story/news/crime/2017/02/28/lewisboro-swastikas-john-jay-high-school/98519264/,2/27/17,Feb-2017,Cross River,NY,Local News,antisemitic-vandalism,,,no,ink,high school,K-12,bathroom,,,,,"In the midst of the vandalism, the school district has held community meetings and presentations to address concerns, including an appearance last week at John Jay by Holocaust survivor Judith Altmann that every high school student was required to attend, Selesnick said.",four swastikas drawn on bathroom wall inside the school library John Jay High school Lewisboro. Fourth incident since December,school administration,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,
https://news.wttw.com/2018/11/14/responding-hate-speech-schools,11/2/2018,Nov-2018,Oak Park,IL,Local News,hateful-speech,White-Power,,,,high school,K-12,shed,,,,,"On Nov. 2, hateful speech was scrawled outside on a school shed, this time targeting an outspoken teacher, and signed with swastikas and the words “white power.” That teacher, Anthony Clark, organized a march Sunday to bring everyone together to denounce hate.  See more for community response: https://news.wttw.com/2018/11/14/responding-hate-speech-schools  See also: https://popula.com/2019/07/25/the-swastika-incident/",,community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,
https://news.wttw.com/2018/11/14/responding-hate-speech-schools,11/7/2018,Nov-2018,Oak Park,IL,Local News,racist and anti-Semitic graffiti,"All-N******-Need-to-Die, White-Power, Death-to-Blacks-and-Muslims, Gas-the-Jews",,,marker,high school,K-12,bathroom,https://pbs.twimg.com/media/Drbrc25U4AAsJ13?format=jpg&name=medium,Non-White,,,"The swastika incident and two other recent reports of racist and hate-filled graffiti found on campus led to a community march on Nov. 11. Dozens of attendees gathered outside OPRF High School, and marched along Lake Street to Harlem Avenue to protest the hate messages. Read about protest here: https://blavity.com/chicago-high-school-students-protest-administrations-response-to-racist-graffiti-and-white-teacher-using-the-n-word?category1=news&category2=education",only mentioned as part of this article. I cannot find anywhere else.  See: https://news.wttw.com/2018/11/14/responding-hate-speech-schools,community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,Non-White
https://web.archive.org/save/http://lewisboro.dailyvoice.com/schools/another-swastika-is-found-at-john-jay-high-school/699334/,2/8/17,Feb-2017,Cross River,NY,Local News,vandalism,,,no,,high school,K-12,bathroom,,,,,"Dear KLSD Community, A short while ago, Dr. Siciliano, John Jay High School Principal, informed the high school community that yet another swastika was discovered today on school property. We are confident that this swastika was recently created. Students alerted administration to the presence of the symbol in a library bathroom. For further detail, I have attached the notice sent by Dr. Siciliano. In my January 24th letter to the community, in which I provided information about how the school district is responding to the repeated instances of swastikas on school property, I said that I would soon provide an opportunity for dialogue. I am now extending that invitation to any and all members of our community who would like to join us in discussion. On Thursday, February 16th at 7:30 pm, we will provide a forum in the John Jay High School cafeteria. While there are steps that schools take to help students understand the meaning and impact of their actions, the work of inspiring empathy and combating hatred is work for a collective, connected community. My intention for our meeting on the 16th is to provide a space for dialogue, for the sharing of concerns and hopes, and for thinking together about moving forward. I hope this will be an opportunity for us to consider the many ways we inspire respect, empathy, and compassion, and I hope you will consider joining us. Sincerely, Andrew Selesnick February 8, 2017 Dear JJHS Community, With a deep sense of sadness, I must report another incident of a swastika at JJHS. This morning, students alerted administration to a swastika in a library bathroom. Once again, the police were notified immediately and have commenced their investigation. Once again, we must condemn the appearance of this hateful symbol in our school and continue the work that has already begun. A number of students have already exercised real leadership by planning events and programs to respond positively to prior incidents of antisemitic-graffiti on campus and in the community. These plans include inviting Mrs. Judith Altmann, who is a Holocaust survivor, to speak to all of us later this month. We are also in contact with the Anti-Defamation League about possible programming for the future. Later today, Mr. Selesnick will be sending a letter to the entire community, inviting all to an open forum next Thursday, February 16th. When similar events happen in succession, we must consider the possibility that the root cause may be a misplaced need for attention and weigh our response accordingly. While certain responses are predictable (calling the police, condemning the act), other responses will vary. Please know that we are giving considerable thought and attention as to the best path forward for all our students. We continue to ask for the assistance and support of the student body and community. We are extremely grateful that students came to us immediately today. If anyone else has information related to this most recent act, please contact an administrator or the Lewisboro Police immediately. Be assured that we will continue working with our students, community, and police to help put a stop to these most disturbing acts. Thank you for your continued cooperation and assistance. Sincerely, Steven T. Siciliano, Ed.D.",third incident since December (all are logged),school administration,gathering/protest/vigil/demonstration,school administration,policy/committee/system creation,school administration,gathering/protest/vigil/demonstration,police/sheriff,other,"gathering/protest/vigil/demonstration, policy/committee/system creation, gathering/protest/vigil/demonstration, other",
https://web.archive.org/save/http://www.marinij.com/article/NO/20171106/NEWS/171109854,10/31/17,Oct-2017,San Anselmo,CA,Local News,,,,no,spray paint,high school,K-12,asphalt,,,,,"The markings were washed off immediately and the matter is under investigation, said Margo Rohrbacher, police spokeswoman. Anyone with information should call Central Marin police at 415-927-5150. Chedekel, and other members of the year-old grassroots group Solidarity Sundays-Marin, have joined with Sustainable Fairfax, the Fairfax Town Council and the Marin County District Attorney’s Office to support a new showing of the anti-hate-crime film “Not in Our Town.” The screening, the third one in Marin since May, will be at 7 p.m. Thursday.",,school administration,gathering/protest/vigil/demonstration,police/sheriff,other,community members,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, other, gathering/protest/vigil/demonstration",
http://deerfieldscroll.com/2018/02/deerfield-fights-hate/,2/15/18,Feb-2018,Deerfield,MA,Student Newspaper,"graffiti, hate-crime ",Heil,,,water,prep school,K-12,sidewalk outside dorm,https://i2.wp.com/deerfieldscroll.com/wp-content/uploads/2018/03/IMG_1717-1.jpg?resize=768%2C576,,,,"Head of School made statement and then held assembly on February 16; also a Crisis Response Team (CRT), comprised of Deerfield faculty, security, and administration met twice; and in Deerfield, two community meetings were held; in addition, Director of Counseling Dr. Joshua Relin spread positivity on the sidewalks around Denunzio on the morning of February 17th by providing sidewalk chalk and encouraging students and faculty families to draw positive messages. This event, colloquially dubbed “Bringing Out the Colors,” brought together a range of Deerfield students and faculty, aiming to engender hope, rather than fear, throughout the Deerfield community.",The coupling of the swastika with the work ‘heil’ is generally a prominent attack on all groups that fell victim to the Nazi regime during World War II and it is a communal job to recognize that.,school administration,gathering/protest/vigil/demonstration,school administration,policy/committee/system creation,school administration,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, policy/committee/system creation, gathering/protest/vigil/demonstration",
https://web.archive.org/save/https://www.chicagotribune.com/suburbs/river-forest/ct-rfl-trinity-swastika-tl-1122-story.html,11/13/2018,Nov-2018,River Forest,IL,Local News,graffiti,,,,metal,high school,K-12,bathroom stall,,,,,"“As president, I join the Trinity community in abhorrence of this act, and all the destructive hatefulness it represents,” Trinity President Corinne Lally Benedetto said. “Any expression of hate or intolerance is absolutely unacceptable to the Trinity community.”

After the graffiti was discovered, Benedetto said school officials notified the River Forest Police Department and immediately informed parents and guardians. School officials also addressed the issue with students through its campus ministry and guidance staff.Community members took part in a march Nov. 11 to stand against the racist messages. Marchers began at the OPRF High School main entrance at 201 N. Scoville Ave., and walked along Lake Street toward Harlem Avenue. High Schools Crime River Forest Oak Park",Three incidents along with this one mentioned in this article.,school administration,gathering/protest/vigil/demonstration,police/sheriff,other,community members,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, other, gathering/protest/vigil/demonstration",
https://web.archive.org/save/https://dailyvoice.com/new-jersey/pascackvalley/police-fire/swastikas-racist-graffiti-spread-from-pascack-valley-hs-to-hills/745334/,11/30/2018,Nov-2018,Montvale,NJ,Local News,,,,,,high school,K-12,,,Black American Community,,,"“Let me be perfectly clear: A person who marks anything with swastikas or racial slurs is not demonstrating freedom of speech – they are committing both hate and bias crimes,” the superintendent Gunderson wrote. That means an arrest and adult criminal charges against anyone 18 or older or delinquency complaints against juveniles -- as well as district penalties, he warned.

At the same time, Gundersen said district officials have been in conference with the Anti-Defamation League and the Pascack Valley Clergy Council.

“Our goal in working with both of these organizations is to educate the community on the importance of respecting and embracing our differences,"" the superintendent said.  Students there invited local religious leaders and representatives from Valley Chabad, Temple Beth-Orr and the Jewish Federation Northern New Jersey to a rally against hate that featured a video of Holocaust survivors, a walkout to the football stadium and a choir singing John Lennon's ""Imagine.""

""One message resonated in all the speeches and comments made by the students: The swastikas and other hateful-messages recently found are not indicative of the student body as a whole,"" state Assemblywoman Holly Schepisi.",racial slur present,school administration,gathering/protest/vigil/demonstration,school administration,policy/committee/system creation,student group,gathering/protest/vigil/demonstration,police/sheriff,other,"gathering/protest/vigil/demonstration, policy/committee/system creation, gathering/protest/vigil/demonstration, other",Black American Community
https://www.theguardian.com/us-news/2019/jan/15/students-swastika-bodies-junior-high-school-california,1/14/2019,Jan-2019,Ojai,CA,National News,,,,,bodies,middle school,K-12,school yard,,,,," Ojai school officials, told the Guardian that there were 28 students on the group chat, which featured a wide range of hateful content: “There were a number of texts that were anti-LGBTQ, antisemitic, anti-black, anti-Latino.”  Police investigated and said there were no criminal violations, and the school told parents there was no “active threat” to students.The incident, however, inspired others to come forward with their own stories, said Silverman, who moderated this week’s public forum with the school and families. One mother who spoke at the meeting said that her son, whose father is Jewish, had received a threatening antisemitic text message that referenced the Holocaust, according to Silverman. Another speaker, a young man of color, talked about experiencing racism and being “jumped”, she said. ADL got involved. Of the 28 students in the chat, 12 received a “disciplinary consequence” due to their participation in the texts or involvement in the swastika incident, the superintendent, Andy Cantwell, said in an email Tuesday.","The middle school in Ojai, a small city 80 miles north-west of Los Angeles, told parents in a letter in December that officials had discovered photos showing “nine students laying on the field together to form the shape of a swastika during lunch”. Administrators said the images appeared in a group chat that was active in November and December and featured “racist, sexually inappropriate and threatening commentary”, including one student’s call “to bring knives to school”. The photos and texts have not been released.",school administration,gathering/protest/vigil/demonstration,school administration,suspension/denial of access to space,school administration,gathering/protest/vigil/demonstration,school administration,letters/statements,"gathering/protest/vigil/demonstration, suspension/denial of access to space, gathering/protest/vigil/demonstration, letters/statements",
https://www.facebook.com/events/2420846914793498/,10/3/19,Oct-2019,Pelham,NY,Religious Journal,,,,,,middle school,K-12,,,,,,"Superintendent of Schools Cheryl H. Champ, and Principal of Pelham Middle School Lynn M. Sabia, signed a letter reacting to the swastikas. 

“These symbols of hate have no place in our society and especially within our schools. This behavior is deeply offensive and will not be tolerated,” the letter read.
In the letter, they said that as an “immediate response,” all students attended an assembly where the principal and assistant principal  “discussed the swastika's meaning, its dark place in our history and why the symbol remains offensive to this day.”
Following the incident, US Congressman Eliot Engel issued a statement.
“The appearance of this despicable symbol is yet another example of the rising tide of antisemitism in our country,” Engel wrote.
“Children in school should never be subjected to hate, racism, or intolerance of any kind.  All of us in the public space have a moral responsibility to make sure our words and actions are combating this hate, not fueling the fire.""
Latest articles from Jpost
Engel also praised the school administrators, saying, “I commend Pelham Superintendent of Schools Cheryl H. Champ and Pelham Middle School Principal Lynn M. Sabia for their swift and thorough response—they promptly reported the incident to the police, gathered the school community to discuss the meaning of this deeply disturbing symbol, and focused on including Holocaust education into their curriculum.”  Also, read interesting letter a student wrote in response: https://pelhamexaminer.com/18165/showcase/why-i-was-not-surprised-about-swastikas-the-reality-of-being-a-jewish-student-in-pelham/",Pelham and all of Westerchester area is heavily populated Jewish community.,school administration,gathering/protest/vigil/demonstration,representative/senator,letters/statements,community members,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, letters/statements, gathering/protest/vigil/demonstration",
https://www.darientimes.com/news/article/Another-swastika-found-on-a-desk-at-Middlesex-14552521.php,10/21/19,Oct-2019,Darian,CT,Local News,,,,,pencil eraser,middle school,K-12,desk,,,,,"“It is with great concern and sadness that I report to you that we have found another swastika on campus. It was drawn on a desk with a pencil eraser. A student saw it and immediately reported it to his teacher. Although the incident was thoroughly investigated, we were unable to determine who was responsible,” Principal Shelley Somers said in a letter to parents.“While we have taken steps to educate our students about the impact of symbols and language of hate, this latest disheartening incident of antisemitic propaganda cannot be tolerated,” she said.

Somers said the school has addressed intolerance through “Advisory classes, social emotional learning lessons, and our revised Social Studies curriculum, and will continue with a Nov. 7 grade level ‘Step Up’ assembly coordinated by the Anti-Defamation League.”

However, Somers said these steps have not been enough, and is now planning a parent meeting, including clergy and community members, to “discuss strategies to eliminate this unacceptable behavior. You can expect an email from me confirming the date and the time.”

“My staff and I have worked hard for the past three years to develop a climate of kindness at Middlesex. Although I truly believe that the majority of our students value diversity and respect differences, I can neither overlook nor ignore the acts of those who bring hate to the forefront,” she said.  ",,school administration,gathering/protest/vigil/demonstration,school administration,policy/committee/system creation,school administration,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, policy/committee/system creation, gathering/protest/vigil/demonstration",
https://theswellesleyreport.com/2019/10/wellesley-schools-grapple-with-bathroom-swastika-athlete-called-racial-slur/,10/25/19,Oct-2019,Wellesley,MA,Local News,swastika,,,,,middle school,K-12,bathroom wall,,,,,"This from Wellesley Middle School principal Mark Ito in a letter to the WMS community:

Dear WMS Community,

It is with deep concern that I share with you that a swastika was found in one of the boys’ bathrooms at the middle school in the evening hours, late last week.  As we continue to investigate, we are unsure of who drew it, but we do feel it was done after school hours when the building was open for evening activities.  Regardless, this act of antiSemitism is something that will not be tolerated in our school and district.  As the building leader, I feel that any act that does not support our values of inclusivity and safety for all, will be strongly addressed by our WPS/WMS administration.  

In response, we will continue to discuss strategies with our community partners from Temple Beth Elohim, consider the timing of our antisemitic curriculum delivered in social studies classes, think of potential educational opportunities from the Anti-Defamation League (ADL), and monitor our building for safety.  I also plan to communicate a message to all students in our school that expresses my concerns and thoughts about antisemitic and racist acts.  We are a caring community at WMS, and I want everyone to be responsible for our feelings of safety and respect that need to be practiced daily.

If you have any information that you feel is important for our school to know, please contact me or one of our assistant principals directly.  Additionally, I hope that you will talk to your children about the incident, as it involves all of us.  As a school, we feel such sorrow and remorse when antisemitic incidents happen, as we work tirelessly to try and prevent them.  That being said, I feel confident in our ability to address — reactively and proactively – those things that negatively impede our school days and greater lives.  We continue to strive for safety for all students at WMS.

Sincerely,

Mark Ito
Principal, Wellesley Middle School             Dear Members of the Wellesley Community,

As we continue to hold diversity, equity, and inclusion as high priorities in the Wellesley Public Schools, we have recently been reminded of the challenges we face in pursuit of these values. Following an athletic competition last week, a WHS athlete was called a racial slur by an athlete from a neighboring community. At the end of the week, we discovered a swastika drawn in a bathroom at Wellesley Middle School. The District has reported both of these incidents to the Wellesley Police Department and the Anti-Defamation League.

Let me be clear that any actions involving language and/or symbols of hate are unacceptable and will not be tolerated in our District.  Each of these incidents also underscores the importance of our continued efforts to ensure that our school community remains a safe and inclusive place for all of our students and staff.

When hate is allowed to grow unchecked, it can lead to tragic consequences. Just one year ago yesterday, a gunman took the lives of eleven worshippers at the Tree of Life Synagogue in Pittsburgh. We are clearly not immune from the issues of hate and division that are on the rise in our country.  As we engage with each other and our young people, I ask that all members of our community speak with one, unambiguous voice in support of our core values of Respect for Human Differences, Cooperative and Caring Relationships, and Commitment to Community. 

Thank you,

David F. Lussier, Ed.D.
Superintendent of Schools",,school administration,gathering/protest/vigil/demonstration,school administration,letters/statements,school administration,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, letters/statements, gathering/protest/vigil/demonstration",
https://www.jweekly.com/2020/03/12/sacramento-high-schools-response-to-swastika-incident-prompts-frustration-community-meeting/,3/3/20,Mar-2020,Sacramento,CA,Religious Journal,,,,,grass,high school,K-12,baseball field,,,,student at the school,"When two Rio vice principals learned about the swastika from a parent, they reported it to the Safe Schools program, which works with the Sacramento County Sheriff’s Department to keep school communities safe.

Ginter addressed the incident on March 3 in his “Principal’s Message” on the school’s website without sending a message directly to Rio families.  Word about the swastika began to spread. Dana Kurzrock, a Jewish parent of a Rio student, met with Ginter and helped to organize the March 10 meeting, which lasted more than two hours.

In her opening remarks, Kurzrock said she had discussed the swastika incident not only with Ginter but with vice principals, the Safe Schools office, the local Jewish Community Relations Council, rabbis, the Jewish Federation in Sacramento, the Anti-Defamation League and the FBI.  Uproar emerged over poor communication of principle and the fact that he didn't even say the word ""swastika"" until 32 minutes in. see article for more details about response.",,school administration,gathering/protest/vigil/demonstration,police/sheriff,other,school administration,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, other, gathering/protest/vigil/demonstration",
https://web.archive.org/save/https://www.dailybreeze.com/2017/03/23/palos-verdes-estates-police-investigate-swastika-found-on-pv-high-students-car/,3/17/17,Mar-2017,Palos Verdes,CA,Local News,hate-crime,Heil-Hitler,,yes,dust,high school,K-12,automobile,,,,two students,"Principal Charles Park said in an email that school staff began investigating the incident as soon as it was reported and that a student was counseled and disciplined. Park said staff members held grade-level assemblies to “discuss a variety of related issues,” during which he addressed students. He added that administrators worked directly with staff members and students to discuss “aligning our daily actions and behaviors with our ideals and aspirations.”",,school administration,gathering/protest/vigil/demonstration,school administration,suspension/denial of access to space,school administration,policy/committee/system creation,school administration,gathering/protest/vigil/demonstration,"gathering/protest/vigil/demonstration, suspension/denial of access to space, policy/committee/system creation, gathering/protest/vigil/demonstration",
https://web.archive.org/save/https://njjewishnews.timesofisrael.com/swastika-slurs-found-on-scotch-plains-high-school/,10/5/2018,Oct-2018,Scotch Plains,NJ,Religious Journal,graffiti,"Kike, 666, F**k Hillary, N****** Suck","Pentagrams, Male Genetilia",,spray paint,high school,K-12,exterior wall,,,,,"It has been declared a bias-incident and is still under investigation by the Scotch Plains Police Department. The Union County Prosecutor’s Office’s Bias Unit is assisting with the investigation. Although the high school custodial team removed the offending words and images Saturday morning after the police finished at the scene, the town is reeling. Community leaders held a meeting on Monday morning at All Saints Episcopal Church in Scotch Plains that was attended by students, clergy, the high school principal, and other stakeholders to discuss the incident and next steps. One of the immediate outcomes was a decision to organize a student-led rally to protest hate on Tuesday, Oct. 16, at 7:30 p.m. at the high school. A longer-term response is being planned as well.",,police/sheriff,gathering/protest/vigil/demonstration,school administration,clean up/cover up,community members,policy/committee/system creation,student group,gathering/protest/vigil/demonstration,"gathering/protest/vigil/demonstration, clean up/cover up, policy/committee/system creation, gathering/protest/vigil/demonstration",
