website,date of discovery or report,date,city,STATE,source,reported phenomenon other than swastika,reported phenomenon other than swastika 2,reported phenomenon other than swastika 3,accompanying text,accompanying visual signs,Nazi Reference,media,place,category of place,structure,url_to_jpg,target,target,culprit, ,notes,Actor 1,Move 1,"Actor 1
Move 1",Actor 2,Move 2,"Actor 2
Move 2",Actor 3,Move 3,"Actor 3
Move 3",Actor 4,Move 4,"Actor 4
Move 4",Number of Moves,Classification of Incident,reported phenomenon broad classification,combined moves,combined actors,combined targets,Police Involvement,Police Move,Religious Leader Involvement,Letters/Statements Issued,Clean Up/Cover Up,Clean Up/Cover Up Actor,suspension/denial of access to space,Other Move,Other Actor,Policy/Committee/System Created,Gathering/Protest/Vigil/Demonstration Held,Victim Support,Support,Silence
https://issuu.com/baruchticker/docs/vol_115._issue_10,3/11/2019,Mar-2019,New York,NY,Student Newspaper,graffiti,vandalism,,,,No,,campus building,college,bathroom floor,,,,,"The supervising faculty member informed John Jay’s public safety department about the hate-crime, and the bathroom was immediately shut down. Richard Relkin, John Jay’s director of media relations, confirmed that public safety called the NYPD hate-crime squad, and the incident is currently under investigation. 

The Hillel at John Jay, a Jewish campus organization, released a statement about the matter on its Facebook page last Tuesday, condemning the symbol and letting students know that the club is providing a safe space. President of the Student Council, Jasmine Awad sent an email to all student condeming the incident. Public safety spoke to Hillel Club members to explain rights and what to do in the event of  a hate-crime.",,school administration,clean up/cover up,"school administration
clean up/cover up",police/sheriff,other,"police/sheriff
other",student group,letters/statements,"student group
letters/statements",police/sheriff,victim support,"police/sheriff
victim support",4,Graffiti,vandalism,"clean up/cover up, other, letters/statements, victim support","school administration, police/sheriff, student group, police/sheriff",,True,other,0,True,True,school administration,False,True,police/sheriff,0,0,1,True,True
https://www.njherald.com/news/20190315/swastika-antisemitic-graffiti-found-at-high-point-regional-high-school#,3/11/2019,Mar-2019,Sussex,NJ,Local News,antisemitic-graffiti,bias-incident,,,,No,metal,high school,K-12,toilet roll dispenser,,Jewish Community,,,"“The presence of bias graffiti in two bathrooms was reported by a student,” he wrote. “Due to the bias nature of the writings, the incidents were immediately reported to the NJSP. No immediate threat was associated with the graffiti and no additional response was indicated at this time. NJSP are investigating the incident.”",,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Graffiti,graffiti,other,other,Jewish Community,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://patch.com/virginia/woodbridge-va/possible-hate-crime-being-investigated-dumfries-police,3/12/2019,Mar-2019,Dumfries,VA,Aggregate Community News Platform,none,,,,,No,chalk,public park,park,basketball court,,,,,police investigating; suspect local teens,,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,None,none,other,other,,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://talkofthesound.com/2019/03/14/two-more-swastikas-in-new-rochelle-school-this-time-a-middle-school/,3/14/2019,Mar-2019,New Rochelle,NY,Aggregate Community News Platform,none,,,,,No,metal,middle school,K-12,bathroom wall,,,,,"The discovery of two more swastikas at a New Rochelle school comes four months after Talk of the Sound published a photo of what school officials later called a “4-inch swastika.” A second Swastika was found moments after the publication of the photo but in statements put out by Interim Superintendent Dr. Magda Parvey and Interim NRHS Principal Joseph Starvaggi only one Swastika was ever disclosed.
Parvey was heavily criticized for her statement at the time only saying she was “disappointed”; Starvaggi was similarly criticized for a statement that expressed doubt on whether a Swastika is hate speech.
“If this is truly a hate message, we want to address that very directly and take it very seriously,” he said. “If this is a matter of a teenager putting something up there not realizing the depth of it, then we need to do a lot more education throughout the building,” said Starvaggi.
New Rochelle Mayor Noam Bramson, whose family were Holocaust survivors, was unequivocal, describing the swastika “a symbol of hatred and genocide” whose appearance “in the heart of our community is deeply upsetting, especially in the context of increasingly prevalent incidents of antiSemitism nation-wide,” he said.

The Albert Leonard Middle School incident was reported to police on Thursday morning. The matter is currently under police investigation.                Also, symbol education program started, see here: http://www.news12.com/story/40140056/etched-swastikas-spur-new-rochelle-school-to-give-lesson-on-hate",,mayor/council member,letters/statements,"mayor/council member
letters/statements",police/sheriff,other,"police/sheriff
other",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",,,"
",3,None,none,"letters/statements, other, policy/committee/system creation","mayor/council member, police/sheriff, school administration",,True,other,0,True,False,None,False,True,police/sheriff,1,0,0,True,True
https://www.local10.com/news/2019/03/21/judge-increases-bond-for-miami-beach-swastika-suspect/,3/16/2019,Mar-2019,Miami Beach,FL,Local News,none,,,N***** ,,No,,residential area,public space,electrical box,,Jewish Community,,"Homeless male, Sean Kenna, 45",The Miami-Dade County State Attorney's Office will determine whether Kenna should be charged with a hate-crime.,area is predominantly Jewish,police/sheriff,suspension/denial of access to space,"police/sheriff
suspension/denial of access to space",,,"
",,,"
",,,"
",1,None,none,suspension/denial of access to space,suspension/denial of access to space,Jewish Community,True,suspension/denial of access to space,0,False,False,None,True,False,None,0,0,0,False,True
https://patch.com/new-jersey/rumson/fair-haven-police-blotter-swastika-found-playground,3/17/2019,Mar-2019,Fair Haven,NJ,Aggregate Community News Platform,none,,,,,No,mulch,public park,park,field of grass,,,,,police investigating; suspect local teens,,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,None,none,other,other,,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://twitter.com/MichaelEHayden/status/1159924302214586369/photo/1,3/17/19,Mar-2017,Leesburg,VA,National News,none,,,,,No,cookie dough,private property,private property,cookie on a plate,https://pbs.twimg.com/media/EBjg_bbXkAEl3zr?format=jpg&name=large,,,Matthew Q. Gebert--identified by SPLC as white supremacist,,"See this story for how president of neighborhood home owners association served these cookies at private parties, where he hosted some of the white nationalist movement’s key players.--https://www.washingtonpost.com/local/their-northern-virginia-neighbor-apparently-saved-his-swastika-cookies-for-special-guests/2019/09/26/191875d4-e077-11e9-8dc8-498eabc129a0_story.html",,,"
",,,"
",,,"
",,,"
",0,None,none,,,,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://crownheights.info/crime/636009/swastika-found-on-garbage-truck-in-crown-heights/,3/18/2019,Mar-2019,New York,NY,Aggregate Community News Platform,vandalism,,,,,No,metal,urban street,public space,garbage truck,,,,,The incident has been referred to the NYPD hate-crimes Task Force to investigate.,,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Vandalism,vandalism,other,other,,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://www.kotatv.com/content/news/Swastika-burned-into-Sioux-Falls-parking-lot-507622381.html,3/23/2019,Mar-2019,Sioux Falls,SD,Local News,none,,,,,No,cement,public park,park,cement,https://gray-ksfy-prod.cdn.arcpublishing.com/resizer/NErPi_8nyS_H5YKXNvHqQklPsgs=/1200x675/smart/cloudfront-us-east-1.images.arcpublishing.com/gray/VWG4JSKMKNMZXECTFBX4WYN7PE.jpg,,,,"Sioux Falls police sergeant Jon Thum said based on the information they have received, they believe it was a teenage prank instead of a hate-crime.

Neighbors in the Tuthill Park area tell KSFY News, they were shocked to see something like this happen in their neighborhood.

They went on to say they are disheartened and disgraced that someone would try to create such a permanent and hateful symbol and they want whoever created it to know this level of hate and nonacceptance will not be tolerated.               See this link for coalition statement published: https://sdvfpeace.org/2019/03/27/coalition-statement-burning-swastika-into-parking-lot-of-tuthill-park-is-hate/",,police/sheriff,other,"police/sheriff
other",community members,letters/statements,"community members
letters/statements",,,"
",,,"
",2,None,none,"other, letters/statements","police/sheriff, community members",,True,other,0,True,False,None,False,True,police/sheriff,0,0,0,False,True
https://www.wral.com/swastikas-found-at-nc-school-of-science-and-math/18342874/,3/27/2019,Mar-2019,Durham,NC,Local News,graffiti,,,,,No,marker,high school,K-12,bulletin board and shower curtain,,,,,"Chancellor Todd Roberts sent a letter to students, parents, faculty and staff on March 28 to alert them to the incident and to tell them that such actions wouldn't be tolerated. Last week, NCSSM held a school meeting where community leaders spoke about the history of genocide and the hate and intolerance that a swastika represents, particularly to the Jewish community, Gilmer said. School officials want students to be aware of that history, he said.

Once the person or people responsible for drawing the swastikas is found, they will be disciplined under the school's guidelines, Gilmer said.",spree: 5 total,school administration,letters/statements,"school administration
letters/statements",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",,,"
",,,"
",2,Graffiti,graffiti,"letters/statements, policy/committee/system creation","school administration, school administration",,False,no involvement,0,True,False,None,False,False,None,1,0,0,True,False
https://patch.com/virginia/woodbridge-va/possible-hate-crime-being-investigated-dumfries-police,4/1/2019,Apr-2019,Dumfries,VA,Aggregate Community News Platform,possible-hate-crime,,,,,No,metal,home,private property,automobile,,,,,"Authorities are investigating a possible hate-crime in the overnight hours of Monday, April 1, at a home in the 15700 block of Crocus Lane, according to Prince William County Police. The owner's vehicle had a swastika etched into the driver's-side door.",,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Crime,hate-crime,other,other,,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://www.azfamily.com/news/swastika-found-painted-on-sidewalk-in-scottsdale-greenbelt/article_a0ac7486-f090-11e9-9290-bf0b02a07beb.html,4/1/19,Apr-2019,Scottsdale,AZ,Local News,antisemitic-symbol,Nazi-symbol,vandalism,,,No,,urban street,public space,utility pole,,,,,See the following article about arrest made of white man who as ties to Aryan Brotherhood: https://www.azfamily.com/news/man-with-aryan-brotherhood-ties-arrested-for-swastika-graffiti-tags-in-scottsdale/article_7e23a2ec-00f1-11ea-a3ba-1798c6d7714a.html,swastika part of elaborate stencil ,,,"
",,,"
",,,"
",,,"
",0,Symbol,vandalism,,,,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://www.thedenverchannel.com/news/local-news/swastika-graffiti-found-on-denver-synagogue-wednesday-morning,4/3/2019,Apr-2019,Denver,CO,Local News,vandalism,,,N*****,,No,spray paint,synagogue,religious institution,exterior urban wall,"https://denver.cbslocal.com/wp-content/uploads/sites/15909806/2019/04/swastika-copy.jpg?resize=768,432",Jewish Community,,29 year old male Frank Maya,"He is being held for investigation of bias-motivated crime, assault on a police officer and resisting arrest.  The Anti-Defamation League in Denver said it condemns this possible hate-crime.

""We are deeply saddened by the vandalism at Church in the City-Beth Abraham,"" ADL Mountain States Regional Director Scott Levin said in a statement. ""All people deserve to worship in peace and safety, free from any attempt to intimidate them or prevent them from practicing their faith. We commend the Denver Police Department for investigating the incidents as potential hate-crimes.",,police/sheriff,suspension/denial of access to space,"police/sheriff
suspension/denial of access to space",ADL,letters/statements,"ADL
letters/statements",,,"
",,,"
",2,Vandalism,vandalism,"suspension/denial of access to space, letters/statements","police/sheriff, ADL",Jewish Community,True,suspension/denial of access to space,0,True,False,None,True,False,None,0,0,0,False,True
https://ktla.com/news/local-news/3-teens-arrested-in-connection-with-swastika-vandalism-around-san-dimas-series-of-arson-fires/,4/4/2019,Apr-2019,San Dimas,CA,Local News,vandalism,,,,,No,chemical,home,private property,lawn,https://ktla.com/wp-content/uploads/sites/4/2019/04/swasti-ftd.jpg?w=1920&h=1080&crop=1,,,three teenage boys ages 13 (2) and 14,"Deputies are investigating the incidents as arson, vandalism and hate-crimes, and they plan to submit the case to the district attorney’s office.

Though a motive is still unclear, investigators do not believe any of the acts were meant to target a specific person or group of people.
Officials at the sheriff's San Dimas Station said that on Monday the teenagers were arrested for the offenses.The suspects were implicated in the crime series by their own statements, witness testimony, surveillance video and other evidence, the Sheriff’s Department said.

Deputies are investigating the incidents as arson, vandalism and hate c The suspects are a 14-year-old boy from Long Beach and two 13-year-olds from Hemet and Covina, the Long Beach Post reported. See https://www.newsweek.com/california-teens-burning-swastika-little-jerks-police-1391581.",swastikas also burned into roadway nearby and another street less than a mile away from the first two locations.,police/sheriff,suspension/denial of access to space,"police/sheriff
suspension/denial of access to space",,,"
",,,"
",,,"
",1,Vandalism,vandalism,suspension/denial of access to space,suspension/denial of access to space,,True,suspension/denial of access to space,0,False,False,None,True,False,None,0,0,0,False,True
https://www.app.com/story/news/crime/2019/04/11/swastika-spray-painted-lacey-lidl-grocery-store-construction-site/3436559002/,4/5/2019,Apr-2019,Lacey,NJ,Aggregate Community News Platform,vandalism,,,,,No,spray paint,grocery store,local business,exterior urban wall,,,,,police involvement,,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Vandalism,vandalism,other,other,,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://www.fox17online.com/2019/04/13/watson-twp-supervisor-removes-swastikas-on-street-signs-himself,4/5/2019,Apr-2019,Watson Township,MI,Local News,graffiti,,,,,No,spray paint,urban street,public space,street sign,,,,,"Travis notified the Allegan County Road Commission. But he says he and his wife wasted no time in removing the graffiti.

Recent Stories from fox17online.com

“My wife and I have small kids…and I was thinking about the minorities who live here, and how disgusted I’d be if I were a visitor to this area. So, last Sunday (April 7th) my wife and I went out with paint thinner and cleaned the signs off ourselves.”

But Supervisor Travis says the paint thinner took off some important information from the signs. So, on April 8th through 10th, the county Road Commission replaced the two signs with swastikas. Travis posted remarks on social media about his “disgust” for the “haters” who post such graffiti. And he tells FOX 17 he has a message for the public, in general:

“I’m very proud of this community and this disgusting act is not going to be tolerated in this community. And everybody here is welcome and I want people to feel safe in their community.”",,,,"
",,,"
",,,"
",,,"
",0,Graffiti,graffiti,,,,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://www.denverpost.com/2019/04/09/swastika-denver-elementary-school-playground/,4/8/2019,Apr-2019,Denver,CO,Local News,antisemitic-vandalism,,,,,No,gasoline,elementary school,K-12,basketball court,,,,6 males,"School officials do not believe that any students were exposed to the hate image, but they may have seen police on Tuesday investigating the scene. The Anti-Defamation League has been notified. “We condemn this act-of-hate speech,” Principal Nichole Whiteman said in a letter to parents of students.

School officials contacted Denver police and DPS security about the incident. Denver Fire Department investigators are also looking at it because of the arson",,police/sheriff,other,"police/sheriff
other",school administration,letters/statements,"school administration
letters/statements",parks department,other,"parks department
other",,,"
",3,Vandalism,vandalism,"other, letters/statements, other","police/sheriff, school administration, parks department",,True,other,0,True,False,None,False,True,police/sheriff,0,0,0,False,True
http://westchester.news12.com/story/40279723/new-rochelle-middle-school-student-finds-2-swastikas-scrawled-in-textbook,4/9/2019,Apr-2019,New Rochelle,NY,Local News,none,,,,,No,pencil,middle school,K-12,textbook,,,,,The school district has said it is no longer discussing the incidents publicly to avoid copycats. It said it is following protocol and cooperating with police.,"Last month, New Rochelle police responded to six reports of swastikas at the school. Last week, two others were found scribbled in pencil inside a textbook.",police/sheriff,other,"police/sheriff
other",school administration,other,"school administration
other",,,"
",,,"
",2,None,none,"other, other","police/sheriff, school administration",,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://theithacan.org/news/swastika-reportedly-drawn-outside-dorm-room-in-tallcott-hall/,4/14/2019,Apr-2019,Ithaca,NY,Student Newspaper,swastika-graffiti,,,,,No,marker,dorm,college,dorm door,,Jewish Community,,,"Ehrlich said his RA told him to report the incident to Public Safety. Ehrlich said that he is Jewish but that he does not think the drawing was aimed at him as an attack.

“I don’t know anyone who would do this as a personal attack against me,” he said. “I don’t really talk about my religion that openly. I think it was a just random thing.”

Ehrlich said this is the first time he has experienced any form of antiSemitism on the college’s campus.

“That symbol has a lot more meaning to it than people kind of give it credit for, and sometimes people think it’s funny to make edgy jokes like that, … it’s just not funny,” Ehrlich said. “For a lot of people, it scares them.” Dear Ithaca Campus Community,

Yesterday, I was saddened to learn that a swastika had been found on the facade of a building on the Arts Quad. Apparently, it had been there for quite some time. This symbol of hatred, intolerance and antiSemitism has no place at Cornell. While this cowardly act, which is being investigated by the Cornell University Police Department, defaced the physical campus, it will not deter us from our ongoing efforts to build an inclusive, empathetic and loving campus community.

Sincerely,

Martha E. Pollack
President",,school administration,letters/statements,"school administration
letters/statements",police/sheriff,other,"police/sheriff
other",,,"
",,,"
",2,Graffiti,graffiti,"letters/statements, other","school administration, police/sheriff",Jewish Community,True,other,0,True,False,None,False,True,police/sheriff,0,0,0,False,True
https://www.nbcbayarea.com/news/local/13-swastikas-painted-across-buena-vista-park-in-san-francisco/193395/,4/15/2019,Apr-2019,San Francisco,CA,Local News,vandalism,,,,,No,paint,public park,park,sidewalk,,,,,"Police are investigating after more than a dozen swastikas were found early Monday painted across a San Francisco park. The incident at Buena Vista Park was first reported at 8:41 a.m., when the San Francisco Recreation and Park Department received a call from police reporting the vandalism. Park staff responded within minutes to clean up approximately 13 swastikas and two park rangers have been stationed onsite, officials said. ""SF Rec and Park will never allow anything like this to stand,"" said Madison Sink, park department spokesperson. ""Our parks are places of peace and respite, and vile symbols of antisemitism and hate have no place there – or anywhere in civilized society.""",13 total painted in the park,police/sheriff,other,"police/sheriff
other",parks department,clean up/cover up,"parks department
clean up/cover up",,,"
",,,"
",2,Vandalism,vandalism,"other, clean up/cover up","police/sheriff, parks department",,True,other,0,False,True,parks department,False,True,police/sheriff,0,0,0,False,True
https://www.tennessean.com/story/news/2019/04/17/antisemitic-graffiti-swastika-found-vanderbilt-campus-nashville/3495250002/,4/16/2019,Apr-2019,Nashville,TN,Aggregate Community News Platform,antisemitic-graffiti,,,Pig,,No,marker,library,college,study carrel,,Jewish Community,,,"The campus police have opened an investigation and said they will share information with the Metro Nashville Police Department, as well as the Tennessee Bureau of Investigation and the FBI. “We wholeheartedly reject antisemitism and its symbols, and the abhorrent ideology associated with this act of vandalism has no place on our campus,” the university said in a statement. “Vanderbilt does not tolerate language or actions that are bigoted or intended to intimidate anyone in our community. We remain deeply committed to fostering a welcoming and inclusive environment for all.” As of Wednesday, the graffiti had been removed",antisemitic comments also made,school administration,clean up/cover up,"school administration
clean up/cover up",school administration,letters/statements,"school administration
letters/statements",police/sheriff,other,"police/sheriff
other",,,"
",3,Graffiti,graffiti,"clean up/cover up, letters/statements, other","school administration, school administration, police/sheriff",Jewish Community,True,other,0,True,True,school administration,False,True,police/sheriff,0,0,0,False,True
https://www.loudountimes.com/news/swastikas-found-at-loudoun-transit-bus-stop/article_cf38216c-6146-11e9-9c91-bbfcc3b1bc07.html,4/16/2019,Apr-2019,Sterling,VA,Local News,none,,,,,No,spray paint,urban street,public space,bus stop shelter,,,,,Loudoun County authorities are investigating ,,,,"
",,,"
",,,"
",,,"
",0,None,none,,,,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://www.oakpark.com/News/Articles/4-19-2019/Swastika-drawing-discovered-at-Julian-/,4/18/2019,Apr-2019,Oak Park,IL,Aggregate Community News Platform,none,,,,,No,,middle school,K-12,bathroom floor,,,,,"In an email sent to parents on April 18, Julian Principal Todd T. Fitzgerald shared the ""deeply disturbing and disappointing news"" that school officials discovered a swastika on the wall of the fourth-floor boys bathroom on Thursday. ""Based on the initial information we have collected from students and staff, we believe this reprehensible act was carried out sometime between second and fourth period today,"" Fitzgerald wrote in the email. ""We have already begun our investigation into this situation, and will keep the school community updated on the status of our efforts,"" he sated. ""In the meantime, I want to thank the students who brought this serious issue to our attention, and our custodial staff, for working quickly to remove the image from the wall."" Fitzgerald said that he will address the school on Friday morning about the swastika incident and has ""asked all of our teachers to reinforce both the message and our expectations during advisory.""","days earlier, on April 15, Fitzgerald notified Julian families that on April 13 school officials had removed a more than 80-year-old mural at the middle school that some community members felt lacked diversity. ",school administration,letters/statements,"school administration
letters/statements",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",school administration,clean up/cover up,"school administration
clean up/cover up",,,"
",3,None,none,"letters/statements, policy/committee/system creation, clean up/cover up","school administration, school administration, school administration",,False,no involvement,0,True,True,school administration,False,False,None,1,0,0,True,True
https://www.tapinto.net/towns/summit/articles/sixth-hate-symbol-incident-reported-as-another-swastika-found-at-summit-middle-school,4/19/2019,Apr-2019,Summit,NJ,Aggregate Community News Platform,racially-charged-image,,,,Stars of David,No,,middle school,K-12,bathroom stall,,,,,6th incident in four months; Superintendent Chang said that the swastika was “removed” and that the District would continue to provide educational programming about hate speech.  He urged parents to have “dialogues” with their children about these incidents.,,school administration,clean up/cover up,"school administration
clean up/cover up",school administration,letters/statements,"school administration
letters/statements",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",,,"
",3,Other,other,"clean up/cover up, letters/statements, policy/committee/system creation","school administration, school administration, school administration",,False,no involvement,0,True,True,school administration,False,False,None,1,0,0,True,True
https://www.news5cleveland.com/gregory-kappel-says-when-we-walked-to-his-car-after-work-he-found-two-swastikas-carved-into-the-hood,4/22/2019,Apr-2019,Ashtabula,OH,Local News,hateful-symbol,,,,,No,metal,parking lot,private property,automobile,,Jewish Community,,,victim thinks his co-worker did it who has been harrasing him. See more here: https://www.clevelandjewishnews.com/news/local_news/ashtabula-man-s-suit-claims-former-employer-made-antisemitic/article_e828152e-ca87-11e9-ba16-0f47d101ccec.html,,,,"
",,,"
",,,"
",,,"
",0,Symbol,other,,,Jewish Community,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://www.newsday.com/long-island/suffolk/swastikas-brightwaters-1.30192307,4/23/2019,Apr-2019,Brightwaters,NY,Aggregate Community News Platform,graffiti,,,,,No,chalk,public park,park,playground,,,,,"The symbols have been removed from the playground.He met a village code enforcer shortly after on North Windsor Avenue near Iroquois Drive and cleaned off the graffiti with soap and water, he said. And while detectives from Suffolk's hate-crimes Unit investigate, parents call on police to step up patrols in the area.

Stillerman says the community can overcome the negative incident by using it to highlight the value of tolerance.",,parks department,clean up/cover up,"parks department
clean up/cover up",police/sheriff,other,"police/sheriff
other",,,"
",,,"
",2,Graffiti,graffiti,"clean up/cover up, other","parks department, police/sheriff",,True,other,0,False,True,parks department,False,True,police/sheriff,0,0,0,False,True
https://www.news4jax.com/news/2019/04/25/hate-filled-posts-draw-concern-from-creekside-high-students-parents/,4/25/2019,Apr-2019,St. Johns ,FL,Local News,hate-filled-social-media-posts,offensive-posts,,,,No,bodies and ink,Snapchat,virtual,girls' bodies,,,,,"students punished and suspended; principal met with Jewish students at high school; no police investigate as ""no crime was committed"" Paul Abbatinozzi, senior director of school services for the St. Johns County School District, said four students are facing punishment for the posts, which he said did not occur on school grounds or during school hours.

""They're certainly offensive. They have no place within the educational system or in society at all. They're inappropriate,"" Abbatinozzi said. ""When an incident happens sometimes off-campus there is still an impact felt at the school level. Students became offended.""","swastikas drawn on naked, high school girls' bodies; photo of them ciruclated on snapchat",school administration,letters/statements,"school administration
letters/statements",school administration,suspension/denial of access to space,"school administration
suspension/denial of access to space",school administration,victim support,"school administration
victim support",,,"
",3,Other,other,"letters/statements, suspension/denial of access to space, victim support","school administration, school administration, school administration",,False,no involvement,0,True,False,None,True,False,None,0,0,1,True,True
https://www.thenorthwestern.com/story/news/2019/04/26/uw-oshkosh-responds-racist-antisemitic-images-involving-students/3586291002/,4/26/2019,Apr-2019,Oshkosh,WI,Local News,hateful-symbol,,,,,No,cloth and ink,Twitter,virtual,billboard/ banner,https://www.gannett-cdn.com/presto/2019/04/26/POSH/f12be709-8672-489a-b096-c89c96400a3c-HaakonPhoto1.jpg?width=600&height=800&fit=crop&format=pjpg&auto=webp,multiple,,,"Multiple responses: investigation underway, both by Dean of Students Office and University Police Department; state legislators, including UW-Oshkosh alumnus and Assembly Minority Leader Gordon Hintz, D-Oshkosh, and Sen. Lena Taylor, D-Milwaukee, made comments; Chancellor Andrew Leavitt issued a statement; The university organized a community forum Friday afternoon in the Reeve Memorial Union on campus; Chancellor Andrew Leavitt issued a statement Friday morning to the campus community, saying the university immediately began investigating the matter and condemning the images and sending a stark message to those involved. ""To anyone who brings hate into the University of Wisconsin Oshkosh community, I invite you to leave,"" Leavitt said. ""We take it seriously. I am angry, and I am sorry for the pain these images cause,"" he said. ""They are examples of hate and bias that defy everything we stand for as a university and inclusive community. We do not and will not tolerate it."" A swastika banner is shown in this photo UW-Oshkosh officials say involve UWO students that has started circulating on social media. The university organized a community forum Friday afternoon in the Reeve Memorial Union on campus, and the event packed the ballrooms. ""There's an investigation underway, both by our Dean of Students Office and our University Police Department to see if there was any kind of criminality or policy infraction, based on what happened,"" Leavitt told reporters before Friday's forum.  The photos, along with the university's response, attracted comments Friday from state legislators, including UW-Oshkosh alumnus and Assembly Minority Leader Gordon Hintz, D-Oshkosh, and Sen. Lena Taylor, D-Milwaukee.


""Racism has no place on campus or in our community. The hateful words and symbols these students used are contrary to everything UW-Oshkosh stands for,"" Hintz said in a statement. ""As an ally of the students harmed by these events, I hear you and will work with you to improve our campus climate.""

Taylor also issued a statement, applauding ""Leavitt and all those who confront racism and bigotry while pushing for a more inclusive, tolerant, and respectful campus, community and world.

""Hate speech and activities promoting intolerance have to be addressed as soon as it happens. It is good to see such a quick response to the overnight incident of racist and vile images that surfaced near the UW-Oshkosh campus. Thank you Chancellor Leavitt, faculty and students for your willingness to be a voice for others.""",pictures of whiteboard with text and photo with swastika banner circulated via Twitter,school administration,letters/statements,"school administration
letters/statements",representative/senator,letters/statements,"representative/senator
letters/statements",representative/senator,letters/statements,"representative/senator
letters/statements",school administration,suspension/denial of access to space,"school administration
suspension/denial of access to space",4,Symbol,other,"letters/statements, letters/statements, letters/statements, suspension/denial of access to space","school administration, representative/senator, representative/senator, school administration",multiple,False,no involvement,0,True,False,None,True,False,None,0,0,0,False,True
https://www.military.com/daily-news/2019/04/30/corps-investigating-marine-sending-boot-swastika-photo.html,4/26/2019,Apr-2019,West Palm Beach,FL,military news,racist and pro-Nazi behavior,,,,Star of David,No,military boots,Instagram,virtual,ground,https://images01.military.com/sites/default/files/styles/full/public/2019-04/task-boots-swastika-900.jpg?itok=W5O3hD5n,,,,officer who ciruclated photo under investigation,marines formed swastika with boots; ,,,"
",,,"
",,,"
",,,"
",0,Other,other,,,,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://www.wnep.com/article/news/local/northumberland-county/swastikas-spray-painted-on-buildings-in-milton/523-07a7ab5f-236d-4c2c-8cd2-c7c2ac1575e8,4/27/2019,Apr-2019,Milton,PA,Local News,vandalism,,,,,No,spray paint,residential area,private property,apartment building and automobiles,,,,,police involvement,spree: nearly a dozen vehicles and buildings were tagged.,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Vandalism,vandalism,other,other,,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://dailyvoice.com/new-jersey/northpassaic/news/lakeland-hs-student-hides-jewish-heritage-after-finding-swastika-on-her-chair-desk/767254/,5/1/2019,May-2019,Wanaque,NJ,Local News,none,,,,,No,,high school,K-12,chair,,,,,"A Lakeland High School sophomore says she feels hiding her Jewish heritage from her classmates after finding swastikas drawn on her desk and overhearing antisemitic jokes.
The 15-year-old, who asked to remain anonymous in a NorthJersey.com report, says things escalated after overhearing classmates making Holocaust jokes a few months ago. 
Then, she found someone had drawn a swastika on the back of her biology chair, and inside of a Star of David on her desk, the report says. 
Superintendent Hugh Beattie said the drawing on the desk was old but the student's mother said it was new.District officials denied discriminatory culture at the school, saying the actions were handled quickly, NorthJersey.com reports.  The teen says she stopped wearing her Star of David necklaces in fear.",,,,"
",,,"
",,,"
",,,"
",0,None,none,,,,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://huntingtonnow.com/antiSemitism/,5/2/2019,May-2019,Huntington,NY,Local News,Nazi-symbol,,,,,No,,residential area,private property,walls of home,,Jewish Community,,,police involvement,antisemitic terms found with swastika,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Symbol,Nazi-symbol,other,other,Jewish Community,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
