website,date of discovery or report,date,city,STATE,source,reported phenomenon other than swastika,target,target.1,reported phenomenon other than swastika 2,reported phenomenon other than swastika 3,accompanying text,accompanying visual signs,Nazi Reference,media,place,category of place,structure,url_to_jpg,latitude,longitude,Address Found,month,year
https://thehill.com/blogs/ballot-box/271287-trump-swastika-sign-reported-in-houston,3/1/16,Mar-2016,Houston,TX,National News,none,Trump Supporter,,,,Stop-Trump,"Crossed out KKK, WP, and Swastikas",No,ink,polling location,public space,poster,http://thehill.com/sites/default/files/styles/thumb_small_article/public/blogs/trumpswastika1.jpg?itok=cv_xPsSR,29.76080322,-95.36950684,"Houston, TX",Mar,2016
https://fox13now.com/2016/03/03/swastikas-in-sugar-house-posters-against-trump-offending-residents/,3/3/16,Mar-2016,Salt Lake City,NV,Local News,political-activism,Trump Supporter,,,,"Stop-Trump, #-Donald-Chump",devil,No,ink,urban street,public space,exterior urban wall,http://static-32.sinclairstoryline.com/resources/media/f4ad0298-0f2f-4abd-b87b-c38f16d27fcb-medium36x25_Trump1.JPG,40.75847626,-111.88814545,"Salt Lake City, UT",Mar,2016
https://www.fastcodesign.com/3065072/whos-behind-that-anti-trump-art,10/31/16,Oct-2016,San Francisco,CA,Local News,none,Trump Supporter,,,,Trump,Nazi imagery,No,ink,urban street,public space,exterior urban wall,"https://assets.fastcompany.com/image/upload/w_596,c_limit,q_auto:best,f_auto,fl_lossy/fc/3065072-inline-inline-trump-t.jpg",37.78007889,-122.42015839,"San Francisco, CA",Oct,2016
http://www.postregister.com/articles/news-todays-headlines/2017/07/22/racist-flyers-surface#,7/22/17,Jul-2017,Idaho Falls,ID,Local News,none,Immigrant,,,,"Trump-Can't-do-it-Alone, Report-Illegal-Aliens",,yes,ink,farmers/ flea market,public space,flyer,,43.49133301,-112.04026794,"Idaho Falls, ID",Jul,2017
https://bklyner.com/nazi-propaganda-found-greenpoint/,8/14/17,Oct-2017,Brooklyn,NY,Aggregate Community News Platform,Nazi-propoganda,Non-White,,,,New-Order: Building-a-Better-World-for-Aryan-Generations,,unclear,ink,urban street,public space,card on sidewalk,,40.69252777,-73.99099731,"Brooklyn, NY",Oct,2017
http://www.thespectrum.com/story/news/2017/08/29/sign-hate-swastika-frightens-hurricane-woman/612586001/,8/26/17,Aug-2017,Hurricane,UT,National News,symbol-of-hate-and-destruction,,,,,,,no,ink,public space,public space,sign,https://www.gannett-cdn.com/-mm-/2e3fe0b3ef31b51ed31002079cddbd00082b19a1/c=0-0-720-960&r=537&c=0-0-534-712/local/-/media/2017/08/29/TXNMGroup/StGeorge/636396164199347670-swastika.jpg,37.17645645,-113.30056,"Hurricane, UT",Aug,2017
https://whdh.com/news/westford-police-arrest-teen-accused-of-posting-racist-flyers-spray-painting-swastikas/,6/25/18,Jun-2018,Westford,MA,Local News,racist-message,Non-White,,,,Race-Traitors-Get-the-Rope,,no,ink,,public space,,https://sunbeamwhdh.files.wordpress.com/2018/06/180626-racist-flyer-westford.jpg?quality=60&strip=color,42.58112717,-71.4396286,"Westford, MA",Jun,2018
https://www.nydailynews.com/new-york/nyc-crime/ny-metro-anti-swastika-posters-mistaken-as-antisemitic-20180926-story.html,8/22/18,Aug-2018,Brooklyn,NY,Local News,anti-hate-image,,,,,,,no,ink,city wall,public space,exterior urban wall,,40.69252777,-73.99099731,"Brooklyn, NY",Aug,2018
https://ktar.com/story/2418096/mesa-police-investigate-swastika-flyers-found-near-high-school/,1/29/2019,Jan-2019,Mesa,AZ,Local News,swastika-flyer,,,,,"Love-not-Hate, You-are-Not-Alone, Love-your-Folk",,no,ink,near high school,public space,utility pole,https://pbs.twimg.com/media/DyIyzENX0AAFLUi?format=jpg&name=medium,33.41518021,-111.83149719,"Mesa, AZ",Jan,2019
https://www.clickondetroit.com/news/local/2020/04/16/detroits-jewish-community-condemns-behavior-signage-of-operation-gridlock-protestors/,4/14/20,Apr-2020,Lansing,MI,Local News,Nazi-swastika-imagery,,,,,Heil-Witmer,,yes,ink,outside state capital,public space,protest sign,https://www.clickondetroit.com/resizer/UROMYu-Sv0LkbVT6Vd-5Zm8I9pA=/1600x901/smart/filters:format(jpeg):strip_exif(true):strip_icc(true):no_upscale(true):quality(65)/arc-anglerfish-arc2-prod-gmg.s3.amazonaws.com/public/OWYFTIU6ZVBP7MMTJ4VUCXD6OA.jpg,42.7336235,-84.55392456,"Lansing, MI",Apr,2020
https://capitolfax.com/2020/05/02/nazis-crackpots-anti-vaxxers-and-conspiracy-theorists-abounded-yesterday-some-people-get-touchy-about-swastikas/,5/2/20,May-2020,Chicago,IL,Social media,none,Jewish Community,,,,Heil-Pritzker,,yes,ink,protest,public space,protest sign,,41.8832283,-87.63240051,"Chicago, IL",May,2020
https://www.krqe.com/health/coronavirus-new-mexico/man-carrying-swastika-flag-at-farmington-protest-sparks-outrage/,5/21/20,May-2020,Farmington,NM,Local News,symbol-of-hate,,,,,What's-next-concentration-camps?,,yes,ink,protest,public space,protest sign,,36.74814606,-108.17337799,"Farmington, NM",May,2020
https://lawandcrime.com/crazy/man-with-swastika-sign-tried-to-make-trump-supporters-look-like-nazis-by-association-at-political-rally-deputies/,11/1/20,Nov-2020,St. Petersburg,FL,Local News,none,Trump Supporter,,,,,,no,ink,Trump rally,public space,sign,,27.77206993,-82.63848877,"St Petersburg, FL",Nov,2020
http://www.latimes.com/local/lanow/la-me-ln-graffiti-palo-alto-20161230-story.html,12/21/16,Dec-2016,Palo Alto,CA,Local News,hate-crime-related-graffiti,Jewish Community,,vandalism,,No-Jews-Allowed,,no,ink,urban street,public space,street sign,,37.44510269,-122.16036224,"Palo Alto, CA",Dec,2016
https://www.usatoday.com/story/news/nation-now/2017/03/29/anti-trump-billboard-vandalized-downtown-phoenix/99802722/,3/17/17,Mar-2017,Phoenix,AZ,National News,activism,,,,,,,yes,ink,urban street,public space,billboard/ banner,https://www.gannett-cdn.com/-mm-/d4d253303a7d41dc8750b8eadd6e87d44a7f0965/c=5-0-4027-3024&r=x404&c=534x401/local/-/media/2017/03/29/Phoenix/Phoenix/636264032672596129-trump-billboard.jpg,33.44820404,-112.07258606,"Phoenix, AZ",Mar,2017
https://patch.com/new-york/williamsburg/stickers-swastikas-hate-speech-posted-greenpoint-streets,1/6/2019,Jan-2019,Greenpoint,NY,Aggregate Community News Platform,hate-speech,Jewish Community,LGBTQ,,,"Jews-are-Poisoning-our-Children, Homosexuality-is-Crime-Against-Nature, ",,yes,ink,lamposts,public space,on postal stamps on lamposts,,40.72709274,-73.94673157,"Greenpoint, NY",Jan,2019
https://wsvn.com/news/local/2-signs-across-from-south-beach-hotel-defaced-with-swastikas/,7/26/19,Jul-2019,Miami Beach,FL,Local News,antisemitic-symbols,,,venomous-and-offensive-vandalism,,,,no,ink,urban street,public space,hanging signs on street,,25.79223633,-80.13484955,"Miami Beach, FL",Jul,2019
http://www.orlandosentinel.com/news/politics/political-pulse/os-osceola-campaign-signs-defaced-with-nazi-sticker-20161031-story.html,10/31/16,Oct-2016,Osceola,FL,Local News,none,,,,,"Make-America-Great-Again, #-Vote-Trump-2016",Nazi salute,No,ink,urban street,public space,Toaormino campaign sign,http://www.trbimg.com/img-5817f213/turbine/os-osceola-campaign-signs-defaced-with-nazi-st-001/731/731x411,28.2946949,-81.40253448,Osceola County,Oct,2016
http://www.miamiherald.com/news/local/community/miami-dade/miami-beach/article135127034.html,2/26/17,Feb-2017,Miami Beach,FL,Local News,offensive-symbol,Jewish Community,,,,,,no,metal,urban street,public space,automobile,http://www.miamiherald.com/news/local/community/miami-dade/miami-beach/muc0xz/picture135138849/alternates/FREE_768/swastika+epf and https://www.miamiherald.com/news/local/community/miami-dade/miami-beach/1tylbr/picture135138854/alternates/FREE_768/SwCar%20one%20mhd%20epf,25.79223633,-80.13484955,"Miami Beach, FL",Feb,2017
http://www.denverpost.com/2017/05/03/du-campus-vandalism/,5/2/17,May-2017,Denver,CO,Local News,vandalism,,,,,KKK,,no,metal,urban street,public space,automobile,,39.73845291,-104.98485565,"Denver, CO",May,2017
https://www.capenews.net/falmouth/news/swastikas-found-etched-on-falmouth-playground-equipment/article_83ae047d-fc41-55b2-b5aa-cf1e6364075b.html,7/19/17,Jul-2017,East Falmouth,MA,Local News,vandalism,,,,,,,no,metal,public space,public space,playground,,41.57853699,-70.55893707,"East Falmouth, MA",Jul,2017
https://crownheights.info/crime/636009/swastika-found-on-garbage-truck-in-crown-heights/,3/18/2019,Mar-2019,New York,NY,Aggregate Community News Platform,vandalism,,,,,,,no,metal,urban street,public space,garbage truck,,40.71304703,-74.00723267,"New York, NY",Mar,2019
https://www.youtube.com/watch?v=2zpte3tiL4Q,5/3/2019,May-2019,New York,NY,International News,none,,,,,,,no,metal,urban street,public space,necklace,https://i.dailymail.co.uk/1s/2019/05/02/02/12984592-6983153-image-m-16_1556760616249.jpg,40.71304703,-74.00723267,"New York, NY",May,2019
https://www.gazettenet.com/Easthampton-residents-come-together-to-clean-hateful-graffiti-off-Mt-Tom-5973815,11/11/16,Nov-2016,East Hampton,MA,Local News,hateful-graffiti,Jewish Community,,,,"Gas-th-Jews, Kill-all-N******, Trump-2016",red circle with a slash line,yes,paint,geological formation,public space,rock cliffs,,42.2654686,-72.66902161,"Easthampton, MA",Nov,2016
https://www.longislandpress.com/2016/12/05/make-america-white-again-graffiti-in-mineola-probed-as-hate-crime/,11/28/16,Nov-2016,Hauppauge,NY,Local News,graffiti,,,,,,,no,paint,public space,public space,stop sign,,40.82951736,-73.19890594,"Hauppauge, NY",Nov,2016
https://www.ocregister.com/2017/01/09/swastikas-at-mission-viejo-park-unite-multifaith-community/,12/9/16,Dec-2016,Coto de Caza,CA,Local News,vandalism,Black American Community,,racial-and-homophobic-graffiti,,,,no,paint,gated community,public space,exterior urban wall,,33.57385254,-117.59075165,"Coto de Caza, CA",Dec,2016
https://www.oregonlive.com/portland/2017/01/nazi_and_anti-feminist_graffit.html,1/24/17,Jan-2017,Portland,OR,Local News,graffiti,,,,,,,no,paint,sidewalk,public space,sidewalk,https://www.oregonlive.com/resizer/9u9RCeGukyOiV2_81LM9YJfImUs=/1280x0/smart/advancelocal-adapter-image-uploads.s3.amazonaws.com/image.oregonlive.com/home/olive-media/width2048/img/portland_impact/photo/21932877-small.jpeg,45.51601791,-122.681427,"Portland, OR",Jan,2017
https://www.mymotherlode.com/news/local/286643/racist-vandalism-in-sonora.html,2/26/17,Feb-2017,Sonora,CA,Online Magazine,racist-graffiti,,,,,"1210-&-ant, GIO",,no,paint,retaining wall,public space,exterior urban wall,https://www.mymotherlode.com/wp-content/uploads/2017/03/SPD-Graffiti-on-Mono-Way-wall-3-3-17-300x225.jpg,37.98294449,-120.38211823,"Sonora, CA",Feb,2017
https://www.newsleader.com/story/news/local/2017/11/22/swastikas-racial-slurs-painted-bridge-sangers-lane-augusta-county/888094001/,11/19/17,Nov-2017,Staunton,VA,National News,graffiti,Non-White,,,,,,no,paint,public space,public space,street,https://www.gannett-cdn.com/-mm-/d4d253303a7d41dc8750b8eadd6e87d44a7f0965/c=5-0-4027-3024&r=x404&c=534x401/local/-/media/2017/11/22/Staunton/Staunton/636469365235632189-IMG-1049.JPG,38.15748978,-79.07132721,"Staunton, VA",Nov,2017
https://www.longislandpress.com/2016/12/05/make-america-white-again-graffiti-in-mineola-probed-as-hate-crime/,11/26/17,Nov-2017,Islip,NY,Local News,graffiti,,,,,,,no,paint,public space,public space,stop sign,,40.73634338,-73.21598053,"Islip, NY",Nov,2017
https://okcfox.com/news/nation-world/a-street-mural-depicting-caged-migrant-children-sparks-strong-reactions-in-las-cruces,7/8/2018,Jul-2018,Las Cruces,NM,Local News,none,,,,,,,no,paint,public space,public space,mural,,32.31623459,-106.78039551,"Las Cruces, NM",Jul,2018
https://www.dakotanewsnow.com/content/news/Authorities-investigating-after-vandals-paint-swastikas-on-Rock-Valley-bridge-561439521.html,9/26/19,Sept-2019,Rock Valley,IA,Local News,vandalism,,,,,,,no,paint,urban street,public space,bridge,,43.19997025,-96.29801178,"Rock Valley, IA",Sept,2019
https://www.azfamily.com/news/swastika-found-painted-on-sidewalk-in-scottsdale-greenbelt/article_a0ac7486-f090-11e9-9290-bf0b02a07beb.html,10/13/19,Oct-2019,Scottsdale,AZ,Local News,antisemitic-symbol,,,Nazi-symbol,vandalism,,,no,paint,urban street,public space,sidewalk,https://media.12news.com/assets/KPNX/images/a5846872-b6b3-4582-af70-36a8ea3b069c/a5846872-b6b3-4582-af70-36a8ea3b069c_1920x1080.jpg,33.49490738,-111.92606354,"Scottsdale, AZ",Oct,2019
https://www.chicoer.com/2020/06/03/man-accused-of-drawing-swastika-near-protest-arrested-for-vandalism/,6/2/20,Jun-2020,Chico,CA,Local News,vandalism,,,,,,,no,paint,urban street,public space,utility pole,,39.72895432,-121.83877563,"Chico, CA",Jun,2020
https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2017/01/26/swastika-white-power-graffiti-appears-jackson-road/97093194/,1/20/16,Jan-2016,Jackson,NJ,Local News,graffiti,,,,,White-Power,"14, 88",No,paint,urban street,public space,street,https://www.gannett-cdn.com/-mm-/d206d7dc2d214bf5a65d2d605cee210e2b9a9c4f/c=4-0-3260-2448&r=x404&c=534x401/local/-/media/2017/01/26/NJGroup/AsburyPark/636210389964507225-Jackson-White-Power.jpg,40.09092712,-74.36126709,"Jackson Township, NJ",Jan,2016
https://www.latimes.com/local/lanow/la-me-ln-swastika-donald-trump-hollywood-star-20160201-story.html,1/29/16,Feb-2016,Hollywood,CA,Local News,vandalism,,,,,Donald-Trump,American Flag,No,paint,urban street,public space,Hollywood Walk of Fame star,http://www.trbimg.com/img-56afca82/turbine/la-donald-trump-star-hollywood--swastika-20160201/1600/1600x900,34.09798813,-118.32950592,"Hollywood, CA",Feb,2016
https://www.oregonlive.com/portland/2017/01/nazi_and_anti-feminist_graffit.html,6/20/16,Jun-2016,Fernandina Beach,FL,Online Magazine,defacement,,,,,,insulting sexual depiction of a Trump supporter,no,paint,public space,public space,sidewalk,https://twitter.com/i/status/745742653564788736,30.66989326,-81.4514389,"Fernandina Beach, FL",Jun,2016
http://www.lohud.com/story/news/local/2017/02/07/swastikas-painted-over-trees-new-city-woods/97610650/,7/24/16,Jul-2016,Clarkstown,NY,National News,graffiti,,,,,Sieg-Hiel,male genitalia,yes,paint,urban woods,public space,tree,https://www.gannett-cdn.com/-mm-/bf65b3f667dd1e7f82128aed9c2abc1d2ced07e4/c=273-0-5040-3584&r=x404&c=534x401/local/-/media/2017/02/03/Westchester/Westchester/636217209867791622-sh020317swastikas001.JPG,41.14113998,-73.99050903,"Clarkstown, NY",Jul,2016
http://www.thedp.com/article/2016/11/swastikas-south-philidelphia,11/9/16,Nov-2016,Philadelphia,PA,Local News,hateful-graffiti,,,,,"Trump, Sieg-Heil-2016",pentagram,yes,paint,urban building,public space,exterior urban wall,http://media.phillyvoice.com/media/images/swastika_south_broad_1.2e16d0ba.fill-735x490.jpg The other image is here https://media.phillyvoice.com/media/images/trump-nazi-symbol.width-704.jpg,39.95106125,-75.1656189,"Philadelphia, PA",Nov,2016
http://fox59.com/2016/11/11/swastika-kkk-graffiti-found-along-bloomingtons-b-line-trail/,11/10/16,Nov-2016,Bloomington,IA,Local News,hateful-graffiti,,,,,KKK,pointing hand,No,paint,walking trail,public space,utility pole,Video fo the incident: https://fox59.com/2016/11/11/swastika-kkk-graffiti-found-along-bloomingtons-b-line-trail/,41.4204483,-91.04485321,"Bloomington, IA",Nov,2016
http://www.thestranger.com/slog/2016/11/14/24690932/a-swastika-appears-in-capitol-hill-the-after-effects-of-trump-are-real,11/11/16,Nov-2016,Seattle,WA,Local News,none,LGBTQ,,,,,Red circle with a slash through it,No,paint,urban street,public space,utility pole,http://media2.fdncms.com/stranger/imager/u/large/24690937/1479146359-15045575_10100522079814985_427511384_n.jpg,47.60322952,-122.33027649,"Seattle, WA",Nov,2016
http://www.nydailynews.com/new-york/brooklyn/swastika-spray-painted-heart-jewish-area-brooklyn-article-1.2871400,11/13/16,Nov-2016,Brooklyn,NY,National News,graffiti,Jewish Community,,,,,SS bolts,No,paint,urban street,public space,sidewalk,http://assets.nydailynews.com/polopoly_fs/1.2871416.1479063509!/img/httpImage/image.jpg_gen/derivatives/article_1200/article-hate1-1113.jpg,40.69252777,-73.99099731,"Brooklyn, NY",Nov,2016
http://www.timesunion.com/local/article/Another-swastika-found-in-Saratoga-Springs-10640967.php,11/14/16,Nov-2016,Saratoga Springs,NY,Local News,none,,,,,,SS bolts,No,paint,walking trail,public space,culvert,http://ww2.hdnux.com/photos/55/23/27/11875777/11/1024x1024.jpg,43.08323288,-73.78476715,"Saratoga Springs, NY",Nov,2016
https://patch.com/connecticut/branford/discovery-swastika-branford-leads-swift-rebuke-residents-report,11/15/16,Nov-2016,Branford,CT,Local News,none,,,,,,"SS bolts, arrow pointing to business",no,paint,urban street,public space,bridge,https://lintvwtnh.files.wordpress.com/2016/11/swastika.jpg?w=600&h=450,41.27980042,-72.81404114,"Branford, CT",Nov,2016
http://billingsgazette.com/news/local/we-want-everybody-to-feel-safe-graffiti-display-on-rims/article_0849a85e-3ec5-5356-9db3-32d2871e1e69.html,11/28/16,Nov-2016,Billings,MT,Local News,graffiti,,,,,,,No,paint,geological formation,public space,rock cliffs,https://bloximages.chicago2.vip.townnews.com/billingsgazette.com/content/tncms/assets/v3/editorial/7/79/7791f56d-e87c-56d9-ac80-76b06263512f/583e1f01d0df6.image.jpg?resize=1200%2C1599,45.78264999,-108.50457764,"Billings, MT",Nov,2016
http://www.nydailynews.com/news/crime/red-spray-painted-swastikas-investigated-hate-crimes-article-1.2915531,11/30/16,Nov-2016,Mineola,NY,National News,hate-crime,Non-White,,,,Make-America-Great-Again,,no,paint,urban street,public space,sidewalk,http://assets.nydailynews.com/polopoly_fs/1.2899446.1482118431!/img/httpImage/image.jpg_gen/derivatives/article_1200/article-pdbias-1205.jpg,40.74607086,-73.63462067,"Mineola, NY",Nov,2016
http://www.newsday.com/long-island/crime/cops-swastika-graffiti-in-trump-name-probed-by-hate-crimes-unit-1.12838339,1/1/17,Jan-2017,Long Island,NY,Local News,graffiti,,,,,Trump,,no,paint,highway,public space,overpass,,40.80783844,-73.25818634,"Long Island, NY",Jan,2017
https://chicagoist.com/2017/02/06/swastika_logan_square.php,2/4/17,Feb-2017,Chicago,IL,Online Magazine,hateful-graffiti,,,,,,,no,paint,tunnel,public space,pillar,http://chicagoist.com/attachments/chi_sgossett/640swastikalogan.jpg,41.8832283,-87.63240051,"Chicago, IL",Feb,2017
https://www.wilsonpost.com/news/sign-vandalized-with-swastika-near-mt-juliet/article_b8764095-f547-5f67-b993-1ff2b4ed15fa.html,2/17/17,Feb-2017,Mt. Juliet,TN,Local News,vandalism,,,,,,,no,paint,highway,public space,street sign,https://bw-11f9e78e4899a78dedd439fc583b6693-bwcore.s3.amazonaws.com/articles/Swastika-pic.png,36.20293808,-86.5245285,"Mount Juliet, TN",Feb,2017
https://www.swnewsmedia.com/chaska_herald/news/public_safety/bridge-vandalized-with-swastika-president-s-name/article_05e6436b-eccd-57af-bddc-7226783626b6.html/,2/21/17,Feb-2017,Chaska,MN,Local News,graffiti,,,,,Trump,,no,paint,walking trail,public space,bridge,https://bloximages.newyork1.vip.townnews.com/swnewsmedia.com/content/tncms/assets/v3/editorial/e/8d/e8d141ba-bec7-5d72-9f02-af96909951b7/58ac7ac2d5209.image.jpg?resize=1200%2C808,44.78921509,-93.60191345,"Chaska, MN",Feb,2017
http://klfy.com/2017/03/12/swastikas-scrawled-beneath-the-vermilion-river-bridge-in-lafayette-shakes-up-residents/,3/12/17,Mar-2017,Lafayette,LA,Local News,graffiti,,,,,,,no,paint,urban street,public space,bridge,https://mgtvklfy.files.wordpress.com/2017/03/swastika12.jpg,30.22126007,-92.01877594,"Lafayette, LA",Mar,2017
https://www.recordnet.com/news/20170317/swastika-near-temple-garners-concern-in-stockton,3/17/17,Mar-2017,Stockton,CA,Local News,antisemitic-symbol,,,,,,,no,paint,urban street,public space,utility pole,,37.95754242,-121.29244995,"Stockton, CA",Mar,2017
http://www.wweek.com/news/city/2017/03/29/a-portland-statue-of-ramona-quimby-was-defaced-last-week-with-a-swastika-the-latest-in-a-wave-of-hate-graffiti/,3/23/17,Mar-2017,Portland,OR,Local News,hateful-graffiti,,,,,,,no,paint,public memorial,public space,public sculpture,https://www.wweek.com/resizer/XsPxGLQUmDn5ye9QKIzD3jQIzwk=/600x0/filters:quality(100)/s3.amazonaws.com/arc-wordpress-client-uploads/wweek/wp-content/uploads/2017/03/28161800/Grant_Park_Ramona_Quimby_Graffiti_Antifa_3-1200x600.jpg and https://www.wweek.com/resizer/H4Py6EX9u6-jI1wTx_LyRTU0iCo=/1200x0/filters:quality(100)/s3.amazonaws.com/arc-wordpress-client-uploads/wweek/wp-content/uploads/2017/03/28161752/Grant_Park_Ramona_Quimby_Graffiti_Antifa_2.jpg,45.51601791,-122.681427,"Portland, OR",Mar,2017
http://www.heraldonline.com/news/local/crime/article141053998.html,3/24/17,Mar-2017,Clover,SC,Local News,graffiti,,,,,,,no,paint,urban street,public space,neighborhood sign,,35.11205292,-81.22776031,"Clover, SC",Mar,2017
http://www.wsoctv.com/news/local/residents-wake-up-to-swastikas-kkk-signs-spray-painted-around-neighborhood/505711435,3/24/17,Mar-2017,Gastonia,NC,Local News,graffiti,Non-White,,,,"KKK, Whites-Only",,no,paint,urban street,public space,neighborhood sign,https://pbs.twimg.com/media/C7sPUXqXUAIc7nn.jpg,35.26215744,-81.18710327,"Gastonia, NC",Mar,2017
https://chpn.net/2017/04/06/swastika-on-marshall-street/,4/6/17,Apr-2017,Richmond,VA,Online Magazine,none,,,,,,,no,paint,urban street,public space,exterior urban wall,https://chpn.net/wp-content/uploads/2017/04/IMG_6665-1024x768.jpg,37.54076004,-77.43392944,"Richmond, VA",Apr,2017
http://www.eagletribune.com/news/merrimack_valley/swastika-found-painted-on-andover-street-sign/article_be2934d6-f659-5996-bcc0-8173eb17b1f9.html,4/17/17,Apr-2017,Andover,MA,Local News,none,,,,,,,no,paint,urban street,public space,street sign,,42.65524673,-71.1396637,"Andover, MA",Apr,2017
https://www.dakotanewsnow.com/content/news/Police-identify-suspect-spray-painting-swastikas-around-town-420765004.html,4/28/17,Apr-2017,Aberdeen,NJ,Local News,none,,,,,,,no,paint,urban street,public space,exterior urban wall,http://media.graytvinc.com/images/810*455/swastika4.jpg,40.43218231,-74.2199707,"Aberdeen, NJ",Apr,2017
https://fiddleheadfocus.com/2017/05/03/news/sj-swastika-19-17/,4/30/17,Apr-2017,Fort Kent,ME,Local News,vandalism,,,,,,,no,paint,urban street,public space,pavement,https://bdn-ss-fhf.s3.amazonaws.com/uploads/2017/05/36629081_H20331018-768x512.jpg,47.25566483,-68.59050751,"Fort Kent, ME",Apr,2017
https://www.johnsoncitypress.com/Politics/2017/05/17/Nazi-symbol-painted-on-Tweetsie-Trail.html,5/16/17,May-2017,Elizabethton,TN,Local News,vandalism,,,image,,,,no,paint,walking trail,public space,bike path,https://www.johnsoncitypress.com/image/2017/05/17/x700_q30/Tweetsie-Swastika-2-JPG.jpg and https://www.johnsoncitypress.com/mediaFiles?type=image&url=/image/2017/05/17/Tweetsie-Trail-Swastika1-jpg.jpg&caption=Ralph%20Johnston,36.34389496,-82.24970245,"Elizabethton, TN",May,2017
https://www.spokesman.com/stories/2017/jun/02/oregon-hiking-trail-marred-by-swastikas-other-graf/,6/2/17,Jun-2017,Bend,OR,Local News,graffiti,,,,,,,no,paint,walking trail,public space,rock,,44.0580864,-121.3151474,"Bend, OR",Jun,2017
https://www.restonnow.com/2017/07/07/police-investigating-after-swastika-painted-near-reston-home/,7/6/17,Jul-2017,Reston,VA,Local News,graffiti,,,,,,,no,paint,urban street,public space,exterior urban wall,,38.960186,-77.35449982,"Reston, VA",Jul,2017
http://www.mlive.com/news/grand-rapids/index.ssf/2017/08/nazi_flag_hung_on_i-196_overpa.html,8/14/17,Aug-2017,Grand Rapids,MI,Local News,none,,,,,,,no,paint,public space,public space,flag,http://image.mlive.com/home/mlive-media/width960/img/grpress/news_impact/photo/American%20Flag.JPG,42.96546173,-85.67017365,"Grand Rapids, MI",Aug,2017
http://www.capecodtimes.com/news11/20170816/swastika-painted-on-car-in-mashpee,8/15/17,Aug-2017,New Seabury,MA,Local News,vandalism,,,,,,,no,paint,public space,public space,automobile,,41.57284164,-70.47370148,"New Seabury, MA",Aug,2017
http://www.miamiherald.com/news/local/community/miami-dade/article167544357.html,8/16/17,Aug-2017,Miami,FL,Local News,vandalism,,,,,,,yes,paint,public space,public space,tree,http://www.miamiherald.com/news/local/community/miami-dade/w9xq6/picture167544352/alternates/FREE_1140/_MG_0854,25.77508354,-80.19470215,"Miami, FL",Aug,2017
http://www.jta.org/2017/08/21/news-opinion/united-states/swastikas-and-antisemitic-slurs-found-in-michigan-park,8/18/17,Aug-2017,Ann Arbor,MI,International News,none,Jewish Community,,,,"Jews-Die, Free-USA",,no,paint,public park,public space,skate park,http://static.lakana.com/media.fox2detroit.com/photo/2017/08/18/AA%20SWASTIKAS_1503071075371_3934414_ver1.0_640_360.jpg,42.28141785,-83.74847412,"Ann Arbor, MI",Aug,2017
http://fox17.com/news/local/swastika-painted-on-murfreesboro-street-next-to-trumps-name,8/19/17,Aug-2017,Murfreesboro,TN,Local News,vandalism,,,,,Trump,,no,paint,urban street,public space,street,http://static-21.sinclairstoryline.com/resources/media/9e048563-b2b8-4a30-8f54-f512296f9b00-large16x9_TRUMPSWASTIKA.JPG,35.84596252,-86.39144897,"Murfreesboro, TN",Aug,2017
https://www.bostonglobe.com/metro/2017/10/30/dracut-police-investigating-discovery-spray-painted-swastikas/Ecq5ZEfhomAkTMH3o25V7M/story.html,10/29/17,Oct-2017,Methuen,MA,National News,hate-speech,,,vandalism,,,,no,paint,public space,public space,automobile,,42.72985458,-71.18398285,"Methuen, MA",Oct,2017
https://www.bostonglobe.com/metro/2017/10/30/dracut-police-investigating-discovery-spray-painted-swastikas/Ecq5ZEfhomAkTMH3o25V7M/story.html,10/29/17,Oct-2017,Dracut,MA,National News,hate-speech,,,vandalism,,,,no,paint,public space,public space,exterior urban wall,,42.66894531,-71.30329895,"Dracut, MA",Oct,2017
http://www.thestate.com/news/local/crime/article191724954.html,12/25/17,Dec-2017,Lexington,SC,Local News,graffiti,,,,,"SS, AB",,yes,paint,public space,public space,sign,http://www.thestate.com/news/local/crime/ee6kb2/picture191724944/alternates/LANDSCAPE_1140/20171225_143608,33.98129654,-81.23836517,"Lexington, SC",Dec,2017
https://www.desertsun.com/story/news/crime_courts/2018/02/05/swastika-among-graffiti-left-cathedral-city-neighborhood-neighbors-say/308324002/,2/4/18,Feb-2018,Cathedral City,CA,Local News,vandalism,,,,,,,no,paint,public space,public space,,,33.83049393,-116.46687317,"Cathedral City, CA",Feb,2018
http://www.sanluisobispo.com/news/local/article209675394.html,4/22/18,Apr-2018,San Luis Obispo,CA,Local News,graffiti,,,,,Cal-Poly-Liberal-Pussies,,no,paint,public space,public space,bridge,http://www.sanluisobispo.com/latest-news/aynql4/picture209677449/alternates/LANDSCAPE_1140/31096765_10155521116423857_6438645448356921344_o.jpg,35.28261948,-120.66001129,"San Luis Obispo, CA",Apr,2018
https://www.csindy.com/TheWire/archives/2018/08/22/swastika-found-on-briargate-trail-in-area-with-previous-neo-nazi-activity,8/20/18,Aug-2018,Colorado Springs,CO,Local News,white-supremacist/neo-Nazi-activity,,,white-supremacist-propaganda,,,,yes,paint,urban street,public space,sidewalk,https://media1.fdncms.com/csindy/imager/u/blog/14696210/20180820_191623.jpg?cb=1534970054,38.83522415,-104.81980133,"Colorado Springs, CO",Aug,2018
